RHEA_ID	Info
RHEA:19357	DNE
RHEA:19358	DNE
RHEA:19359	DNE
RHEA:19360	DNE
RHEA:19389	DNE
RHEA:19390	DNE
RHEA:19391	DNE
RHEA:19392	DNE
RHEA:19449	DNE
RHEA:19450	DNE
RHEA:19451	DNE
RHEA:19452	DNE
RHEA:19489	DNE
RHEA:19490	DNE
RHEA:19491	DNE
RHEA:19492	DNE
RHEA:19589	DNE
RHEA:19590	DNE
RHEA:19591	DNE
RHEA:19592	DNE
RHEA:19593	DNE
RHEA:19594	DNE
RHEA:19595	DNE
RHEA:19596	DNE
RHEA:19761	DNE
RHEA:19762	DNE
RHEA:19763	DNE
RHEA:19764	DNE
RHEA:19853	DNE
RHEA:19854	DNE
RHEA:19855	DNE
RHEA:19856	DNE
RHEA:19917	DNE
RHEA:19918	DNE
RHEA:19919	DNE
RHEA:19920	DNE
RHEA:20093	DNE
RHEA:20094	DNE
RHEA:20095	DNE
RHEA:20096	DNE
RHEA:20261	DNE
RHEA:20262	DNE
RHEA:20263	DNE
RHEA:20264	DNE
RHEA:20329	DNE
RHEA:20330	DNE
RHEA:20331	DNE
RHEA:20332	DNE
RHEA:20349	DNE
RHEA:20350	DNE
RHEA:20351	DNE
RHEA:20352	DNE
RHEA:20361	DNE
RHEA:20362	DNE
RHEA:20363	DNE
RHEA:20364	DNE
RHEA:20477	DNE
RHEA:20478	DNE
RHEA:20479	DNE
RHEA:20480	DNE
RHEA:20645	DNE
RHEA:20646	DNE
RHEA:20647	DNE
RHEA:20648	DNE
RHEA:20693	DNE
RHEA:20694	DNE
RHEA:20695	DNE
RHEA:20732	DNE
RHEA:20733	DNE
RHEA:20734	DNE
RHEA:20735	DNE
RHEA:20788	DNE
RHEA:20789	DNE
RHEA:20790	DNE
RHEA:20791	DNE
RHEA:20928	DNE
RHEA:20929	DNE
RHEA:20930	DNE
RHEA:20931	DNE
RHEA:21100	DNE
RHEA:21101	DNE
RHEA:21102	DNE
RHEA:21103	DNE
RHEA:21120	DNE
RHEA:21121	DNE
RHEA:21122	DNE
RHEA:21123	DNE
RHEA:21124	DNE
RHEA:21125	DNE
RHEA:21126	DNE
RHEA:21127	DNE
RHEA:21212	DNE
RHEA:21213	DNE
RHEA:21214	DNE
RHEA:21215	DNE
RHEA:21484	DNE
RHEA:21485	DNE
RHEA:21486	DNE
RHEA:21487	DNE
RHEA:21548	DNE
RHEA:21549	DNE
RHEA:21550	DNE
RHEA:21551	DNE
RHEA:21696	DNE
RHEA:21697	DNE
RHEA:21698	DNE
RHEA:21699	DNE
RHEA:21840	DNE
RHEA:21841	DNE
RHEA:21842	DNE
RHEA:21843	DNE
RHEA:22076	DNE
RHEA:22077	DNE
RHEA:22078	DNE
RHEA:22079	DNE
RHEA:22180	DNE
RHEA:22181	DNE
RHEA:22182	DNE
RHEA:22183	DNE
RHEA:22264	DNE
RHEA:22265	DNE
RHEA:22266	DNE
RHEA:22267	DNE
RHEA:22684	DNE
RHEA:22685	DNE
RHEA:22686	DNE
RHEA:22687	DNE
RHEA:23020	DNE
RHEA:23021	DNE
RHEA:23022	DNE
RHEA:23023	DNE
RHEA:23120	DNE
RHEA:23121	DNE
RHEA:23122	DNE
RHEA:23123	DNE
RHEA:23500	DNE
RHEA:23501	DNE
RHEA:23502	DNE
RHEA:23503	DNE
RHEA:23848	DNE
RHEA:23849	DNE
RHEA:23850	DNE
RHEA:23851	DNE
RHEA:24024	DNE
RHEA:24025	DNE
RHEA:24026	DNE
RHEA:24027	DNE
RHEA:24180	DNE
RHEA:24181	DNE
RHEA:24182	DNE
RHEA:24183	DNE
RHEA:24364	DNE
RHEA:24365	DNE
RHEA:24366	DNE
RHEA:24367	DNE
RHEA:24448	DNE
RHEA:24449	DNE
RHEA:24450	DNE
RHEA:24451	DNE
RHEA:24640	DNE
RHEA:24641	DNE
RHEA:24642	DNE
RHEA:24643	DNE
RHEA:24644	DNE
RHEA:24645	DNE
RHEA:24646	DNE
RHEA:24647	DNE
RHEA:24648	DNE
RHEA:24649	DNE
RHEA:24650	DNE
RHEA:24651	DNE
RHEA:24652	DNE
RHEA:24653	DNE
RHEA:24654	DNE
RHEA:24655	DNE
RHEA:24656	DNE
RHEA:24657	DNE
RHEA:24658	DNE
RHEA:24659	DNE
RHEA:24668	DNE
RHEA:24669	DNE
RHEA:24714	DNE
RHEA:24715	DNE
RHEA:24716	DNE
RHEA:24717	DNE
RHEA:24750	DNE
