RHEA_ID	Name
RHEA:54619	2-oxoglutarate + heptadecanoyl-CoA + O2 <=> 2-hydroxyheptadecanoyl-CoA + CO2 + succinate
RHEA:54620	2-oxoglutarate + eicosanoyl-CoA + O2 = 2-hydroxyeicosanoyl-CoA + CO2 + succinate
RHEA:54621	2-oxoglutarate + eicosanoyl-CoA + O2 => 2-hydroxyeicosanoyl-CoA + CO2 + succinate
RHEA:54622	2-hydroxyeicosanoyl-CoA + CO2 + succinate => 2-oxoglutarate + eicosanoyl-CoA + O2
RHEA:54623	2-oxoglutarate + eicosanoyl-CoA + O2 <=> 2-hydroxyeicosanoyl-CoA + CO2 + succinate
RHEA:54624	2-oxoglutarate + O2 + octadecanoyl-CoA = 2-hydroxyoctadecanoyl-CoA + CO2 + succinate
RHEA:54625	2-oxoglutarate + O2 + octadecanoyl-CoA => 2-hydroxyoctadecanoyl-CoA + CO2 + succinate
RHEA:54626	2-hydroxyoctadecanoyl-CoA + CO2 + succinate => 2-oxoglutarate + O2 + octadecanoyl-CoA
RHEA:54627	2-oxoglutarate + O2 + octadecanoyl-CoA <=> 2-hydroxyoctadecanoyl-CoA + CO2 + succinate
RHEA:54628	2-oxoglutarate + dodecanoyl-CoA + O2 = 2-hydroxydodecanoyl-CoA + CO2 + succinate
RHEA:54629	2-oxoglutarate + dodecanoyl-CoA + O2 => 2-hydroxydodecanoyl-CoA + CO2 + succinate
RHEA:54630	2-hydroxydodecanoyl-CoA + CO2 + succinate => 2-oxoglutarate + dodecanoyl-CoA + O2
RHEA:54631	2-oxoglutarate + dodecanoyl-CoA + O2 <=> 2-hydroxydodecanoyl-CoA + CO2 + succinate
RHEA:54632	2-oxoglutarate + O2 + tetradecanoyl-CoA = 2-hydroxytetradecanoyl-CoA + CO2 + succinate
RHEA:54633	2-oxoglutarate + O2 + tetradecanoyl-CoA => 2-hydroxytetradecanoyl-CoA + CO2 + succinate
RHEA:54634	2-hydroxytetradecanoyl-CoA + CO2 + succinate => 2-oxoglutarate + O2 + tetradecanoyl-CoA
RHEA:54635	2-oxoglutarate + O2 + tetradecanoyl-CoA <=> 2-hydroxytetradecanoyl-CoA + CO2 + succinate
RHEA:54636	(13E)-labda-7,13-dien-15-yl diphosphate = diphosphate + labda-7,13(16),14-triene
RHEA:54637	(13E)-labda-7,13-dien-15-yl diphosphate => diphosphate + labda-7,13(16),14-triene
RHEA:54638	diphosphate + labda-7,13(16),14-triene => (13E)-labda-7,13-dien-15-yl diphosphate
RHEA:54639	(13E)-labda-7,13-dien-15-yl diphosphate <=> diphosphate + labda-7,13(16),14-triene
RHEA:54640	(+)-copalyl diphosphate = (12E)-labda-8(17),12,14-triene + diphosphate
RHEA:54641	(+)-copalyl diphosphate => (12E)-labda-8(17),12,14-triene + diphosphate
RHEA:54642	(12E)-labda-8(17),12,14-triene + diphosphate => (+)-copalyl diphosphate
RHEA:54643	(+)-copalyl diphosphate <=> (12E)-labda-8(17),12,14-triene + diphosphate
RHEA:54644	trans-4-hydroxy-L-proline = (S)-1-pyrroline-5-carboxylate + H(+) + H2O
RHEA:54645	trans-4-hydroxy-L-proline => (S)-1-pyrroline-5-carboxylate + H(+) + H2O
RHEA:54646	(S)-1-pyrroline-5-carboxylate + H(+) + H2O => trans-4-hydroxy-L-proline
RHEA:54647	trans-4-hydroxy-L-proline <=> (S)-1-pyrroline-5-carboxylate + H(+) + H2O
RHEA:54648	ent-8alpha-hydroxylabd-13-en-15-yl diphosphate = all-trans-geranylgeranyl diphosphate + H2O
RHEA:54649	ent-8alpha-hydroxylabd-13-en-15-yl diphosphate => all-trans-geranylgeranyl diphosphate + H2O
RHEA:54650	all-trans-geranylgeranyl diphosphate + H2O => ent-8alpha-hydroxylabd-13-en-15-yl diphosphate
RHEA:54651	ent-8alpha-hydroxylabd-13-en-15-yl diphosphate <=> all-trans-geranylgeranyl diphosphate + H2O
RHEA:54652	peregrinol diphosphate = all-trans-geranylgeranyl diphosphate + H2O
RHEA:54653	peregrinol diphosphate => all-trans-geranylgeranyl diphosphate + H2O
RHEA:54654	all-trans-geranylgeranyl diphosphate + H2O => peregrinol diphosphate
RHEA:54655	peregrinol diphosphate <=> all-trans-geranylgeranyl diphosphate + H2O
RHEA:54656	linalool = geraniol
RHEA:54657	linalool => geraniol
RHEA:54658	geraniol => linalool
RHEA:54659	linalool <=> geraniol
RHEA:54660	an aromatic (S)-hydroxynitrile = an aromatic aldehyde + hydrogen cyanide
RHEA:54661	an aromatic (S)-hydroxynitrile => an aromatic aldehyde + hydrogen cyanide
RHEA:54662	an aromatic aldehyde + hydrogen cyanide => an aromatic (S)-hydroxynitrile
RHEA:54663	an aromatic (S)-hydroxynitrile <=> an aromatic aldehyde + hydrogen cyanide
RHEA:54664	(3S,22S)-2,3:22,23-diepoxy-2,3,22,23-tetrahydrosqualene = pre-alpha-onocerin
RHEA:54665	(3S,22S)-2,3:22,23-diepoxy-2,3,22,23-tetrahydrosqualene => pre-alpha-onocerin
RHEA:54666	pre-alpha-onocerin => (3S,22S)-2,3:22,23-diepoxy-2,3,22,23-tetrahydrosqualene
RHEA:54667	(3S,22S)-2,3:22,23-diepoxy-2,3,22,23-tetrahydrosqualene <=> pre-alpha-onocerin
RHEA:54668	pre-alpha-onocerin = alpha-onocerin
RHEA:54669	pre-alpha-onocerin => alpha-onocerin
RHEA:54670	alpha-onocerin => pre-alpha-onocerin
RHEA:54671	pre-alpha-onocerin <=> alpha-onocerin
RHEA:54672	(+)-kolavenyl diphosphate + H2O = (+)-kolavelool + diphosphate
RHEA:54673	(+)-kolavenyl diphosphate + H2O => (+)-kolavelool + diphosphate
RHEA:54674	(+)-kolavelool + diphosphate => (+)-kolavenyl diphosphate + H2O
RHEA:54675	(+)-kolavenyl diphosphate + H2O <=> (+)-kolavelool + diphosphate
RHEA:54676	all-trans-geranylgeranyl diphosphate = (+)-kolavenyl diphosphate
RHEA:54677	all-trans-geranylgeranyl diphosphate => (+)-kolavenyl diphosphate
RHEA:54678	(+)-kolavenyl diphosphate => all-trans-geranylgeranyl diphosphate
RHEA:54679	all-trans-geranylgeranyl diphosphate <=> (+)-kolavenyl diphosphate
RHEA:54684	all-trans-geranylgeranyl diphosphate = (-)-kolavenyl diphosphate
RHEA:54685	all-trans-geranylgeranyl diphosphate => (-)-kolavenyl diphosphate
RHEA:54686	(-)-kolavenyl diphosphate => all-trans-geranylgeranyl diphosphate
RHEA:54687	all-trans-geranylgeranyl diphosphate <=> (-)-kolavenyl diphosphate
RHEA:54688	alliin = 2-aminoprop-2-enoate + allylsulfenate
RHEA:54689	alliin => 2-aminoprop-2-enoate + allylsulfenate
RHEA:54690	2-aminoprop-2-enoate + allylsulfenate => alliin
RHEA:54691	alliin <=> 2-aminoprop-2-enoate + allylsulfenate
RHEA:54692	all-trans-geranylgeranyl diphosphate = (13E)-labda-7,13-dien-15-yl diphosphate
RHEA:54693	all-trans-geranylgeranyl diphosphate => (13E)-labda-7,13-dien-15-yl diphosphate
RHEA:54694	(13E)-labda-7,13-dien-15-yl diphosphate => all-trans-geranylgeranyl diphosphate
